longitude latitude valor
-52.2784810127 -4.0508474576 196.2514226845
-52.2151898734 -4.0508474576 191.9443538855
-52.1518987342 -4.0508474576 186.8305296119
-52.0886075949 -4.0508474576 181.0679725168
-52.0253164557 -4.0508474576 174.8265376529
-51.9620253165 -4.0508474576 168.2796782080
-51.8987341772 -4.0508474576 161.5966024724
-51.8354430380 -4.0508474576 154.9353034155
-51.7721518987 -4.0508474576 148.4368368397
-51.7088607595 -4.0508474576 142.2210954502
-51.6455696203 -4.0508474576 136.3841888627
-51.5822784810 -4.0508474576 130.9974076290
-51.5189873418 -4.0508474576 126.1076347721
-51.4556962025 -4.0508474576 121.7389798310
-51.3924050633 -4.0508474576 117.8953529164
-51.3291139241 -4.0508474576 114.5636707663
-51.2658227848 -4.0508474576 111.7173907872
-51.2025316456 -4.0508474576 109.3200974459
-51.1392405063 -4.0508474576 107.3289113554
-51.0759493671 -4.0508474576 105.6975475914
-51.0126582278 -4.0508474576 104.3789091119
-50.9493670886 -4.0508474576 103.3271576364
-50.8860759494 -4.0508474576 102.4992534550
-50.8227848101 -4.0508474576 101.8559945712
-50.7594936709 -4.0508474576 101.3626131598
-50.6962025316 -4.0508474576 100.9890037384
-50.6329113924 -4.0508474576 100.7096639831
-50.5696202532 -4.0508474576 100.5034276591
-50.5063291139 -4.0508474576 100.3530619030
-50.4430379747 -4.0508474576 100.2447902522
-50.3797468354 -4.0508474576 100.1677903032
-50.3164556962 -4.0508474576 100.1137022542
-50.2531645570 -4.0508474576 100.0761729487
-50.1898734177 -4.0508474576 100.0504500891
-50.1265822785 -4.0508474576 100.0330333474
-50.0632911392 -4.0508474576 100.0213832005
-50.0000000000 -4.0508474576 100.0136842912
-55.0000000000 -3.9830508475 100.0166637039
-54.9367088608 -3.9830508475 100.0260388447
-54.8734177215 -3.9830508475 100.0402254920
-54.8101265823 -3.9830508475 100.0614342428
-54.7468354430 -3.9830508475 100.0927575259
-54.6835443038 -3.9830508475 100.1384577643
-54.6202531646 -3.9830508475 100.2043219353
-54.5569620253 -3.9830508475 100.2980864252
-54.4936708861 -3.9830508475 100.4299311714
-54.4303797468 -3.9830508475 100.6130349000
-54.3670886076 -3.9830508475 100.8641735947
-54.3037974684 -3.9830508475 101.2043322210
-54.2405063291 -3.9830508475 101.6592855538
-54.1772151899 -3.9830508475 102.2600885826
-54.1139240506 -3.9830508475 103.0434017285
-54.0506329114 -3.9830508475 104.0515629082
-53.9873417722 -3.9830508475 105.3323096704
-53.9240506329 -3.9830508475 106.9380528561
-53.8607594937 -3.9830508475 108.9246111845
-53.7974683544 -3.9830508475 111.3493361679
-53.7341772152 -3.9830508475 114.2685903302
-53.6708860759 -3.9830508475 117.7345891196
-53.6075949367 -3.9830508475 121.7916767136
-53.5443037975 -3.9830508475 126.4721746864
-53.4810126582 -3.9830508475 131.7920147725
-53.4177215190 -3.9830508475 137.7464353795
-53.3544303797 -3.9830508475 144.3060774979
-53.2911392405 -3.9830508475 151.4138502095
-53.2278481013 -3.9830508475 158.9829408700
-53.1645569620 -3.9830508475 166.8963139714
-53.1012658228 -3.9830508475 175.0079726734
-53.0379746835 -3.9830508475 183.1461492380
-52.9746835443 -3.9830508475 191.1184510599
-52.9113924051 -3.9830508475 198.7188283169
-52.8481012658 -3.9830508475 205.7360620518
-52.7848101266 -3.9830508475 211.9633148583
-52.7215189873 -3.9830508475 217.2081579812
-52.6582278481 -3.9830508475 221.3024046358
-52.5949367089 -3.9830508475 224.1110518935
-52.5316455696 -3.9830508475 225.5396691041
-52.4683544304 -3.9830508475 225.5396691178
-52.4050632911 -3.9830508475 224.1110519393
-52.3417721519 -3.9830508475 221.3024047284
-52.2784810127 -3.9830508475 217.2081581482
-52.2151898734 -3.9830508475 211.9633151442
-52.1518987342 -3.9830508475 205.7360625232
-52.0886075949 -3.9830508475 198.7188290684
-52.0253164557 -3.9830508475 191.1184522199
-51.9620253165 -3.9830508475 183.1461509718
-51.8987341772 -3.9830508475 175.0079751830
-51.8354430380 -3.9830508475 166.8963174894
-51.7721518987 -3.9830508475 158.9829456461
-51.7088607595 -3.9830508475 151.4138564890
-51.6455696203 -3.9830508475 144.3060854937
-51.5822784810 -3.9830508475 137.7464452396
-51.5189873418 -3.9830508475 131.7920265481
-51.4556962025 -3.9830508475 126.4721883061
-51.3924050633 -3.9830508475 121.7916919694
-51.3291139241 -3.9830508475 117.7346056692
-51.2658227848 -3.9830508475 114.2686077170
-51.2025316456 -3.9830508475 111.3493538582
-51.1392405063 -3.9830508475 108.9246286159
-51.0759493671 -3.9830508475 106.9380694907
-51.0126582278 -3.9830508475 105.3323250440
-50.9493670886 -3.9830508475 104.0515766683
-50.8860759494 -3.9830508475 103.0434136560
-50.8227848101 -3.9830508475 102.2600985955
-50.7594936709 -3.9830508475 101.6592936943
-50.6962025316 -3.9830508475 101.2043386306
-50.6329113924 -3.9830508475 100.8641784822
-50.5696202532 -3.9830508475 100.6130385093
-50.5063291139 -3.9830508475 100.4299337528
-50.4430379747 -3.9830508475 100.2980882131
-50.3797468354 -3.9830508475 100.2043231346
-50.3164556962 -3.9830508475 100.1384585434
-50.2531645570 -3.9830508475 100.0927580161
-50.1898734177 -3.9830508475 100.0614345415
-50.1265822785 -3.9830508475 100.0402256683
-50.0632911392 -3.9830508475 100.0260389454
-50.0000000000 -3.9830508475 100.0166637596
-55.0000000000 -3.9152542373 100.0200270424
-54.9367088608 -3.9152542373 100.0312944032
-54.8734177215 -3.9152542373 100.0483443823
-54.8101265823 -3.9152542373 100.0738337403
-54.7468354430 -3.9152542373 100.1114790502
-54.6835443038 -3.9152542373 100.1664030226
-54.6202531646 -3.9152542373 100.2455606320
-54.5569620253 -3.9152542373 100.3582497287
-54.4936708861 -3.9152542373 100.5167049259
-54.4303797468 -3.9152542373 100.7367649175
-54.3670886076 -3.9152542373 101.0385917559
-54.3037974684 -3.9152542373 101.4474060603
-54.2405063291 -3.9152542373 101.9941850912
-54.1772151899 -3.9152542373 102.7162521465
-54.1139240506 -3.9152542373 103.6576674186
-54.0506329114 -3.9152542373 104.8693145941
-53.9873417722 -3.9152542373 106.4085668842
-53.9240506329 -3.9152542373 108.3384140519
-53.8607594937 -3.9152542373 110.7259415547
-53.7974683544 -3.9152542373 113.6400769610
-53.7341772152 -3.9152542373 117.1485591487
-53.6708860759 -3.9152542373 121.3141427783
-53.6075949367 -3.9152542373 126.1901224064
-53.5443037975 -3.9152542373 131.8153432608
-53.4810126582 -3.9152542373 138.2089525404
-53.4177215190 -3.9152542373 145.3652273358
-53.3544303797 -3.9152542373 153.2488825562
-53.2911392405 -3.9152542373 161.7913037877
-53.2278481013 -3.9152542373 170.8881558568
-53.1645569620 -3.9152542373 180.3987805431
-53.1012658228 -3.9152542373 190.1477127342
-53.0379746835 -3.9152542373 199.9285148113
-52.9746835443 -3.9152542373 209.5099613501
-52.9113924051 -3.9152542373 218.6444131227
-52.8481012658 -3.9152542373 227.0780184197
-52.7848101266 -3.9152542373 234.5621914559
-52.7215189873 -3.9152542373 240.8656633566
-52.6582278481 -3.9152542373 245.7863002500
-52.5949367089 -3.9152542373 249.1618499999
-52.5316455696 -3.9152542373 250.8788219220
-52.4683544304 -3.9152542373 250.8788219614
-52.4050632911 -3.9152542373 249.1618501315
-52.3417721519 -3.9152542373 245.7863005165
-52.2784810127 -3.9152542373 240.8656638374
-52.2151898734 -3.9152542373 234.5621922788
-52.1518987342 -3.9152542373 227.0780197764
-52.0886075949 -3.9152542373 218.6444152858
-52.0253164557 -3.9152542373 209.5099646887
-51.9620253165 -3.9152542373 199.9285198014
-51.8987341772 -3.9152542373 190.1477199573
-51.8354430380 -3.9152542373 180.3987906686
-51.7721518987 -3.9152542373 170.8881696032
-51.7088607595 -3.9152542373 161.7913218613
-51.6455696203 -3.9152542373 153.2489055697
-51.5822784810 -3.9152542373 145.3652557151
-51.5189873418 -3.9152542373 138.2089864330
-51.4556962025 -3.9152542373 131.8153824611
-51.3924050633 -3.9152542373 126.1901663158
-51.3291139241 -3.9152542373 121.3141904113
-51.2658227848 -3.9152542373 117.1486091914
-51.2025316456 -3.9152542373 113.6401278772
-51.1392405063 -3.9152542373 110.7259917259
-51.0759493671 -3.9152542373 108.3384619297
-51.0126582278 -3.9152542373 106.4086111326
-50.9493670886 -3.9152542373 104.8693541985
-50.8860759494 -3.9152542373 103.6577017484
-50.8227848101 -3.9152542373 102.7162809657
-50.7594936709 -3.9152542373 101.9942085214
-50.6962025316 -3.9152542373 101.4474245083
-50.6329113924 -3.9152542373 101.0386058232
-50.5696202532 -3.9152542373 100.7367753059
-50.5063291139 -3.9152542373 100.5167123556
-50.4430379747 -3.9152542373 100.3582548748
-50.3797468354 -3.9152542373 100.2455640840
-50.3164556962 -3.9152542373 100.1664052652
-50.2531645570 -3.9152542373 100.1114804611
-50.1898734177 -3.9152542373 100.0738346000
-50.1265822785 -3.9152542373 100.0483448896
-50.0632911392 -3.9152542373 100.0312946931
-50.0000000000 -3.9152542373 100.0200272029
-55.0000000000 -3.8474576271 100.0237550575
-54.9367088608 -3.8474576271 100.0371197646
-54.8734177215 -3.8474576271 100.0573434529
-54.8101265823 -3.8474576271 100.0875773955
-54.7468354430 -3.8474576271 100.1322299479
-54.6835443038 -3.8474576271 100.1973773440
-54.6202531646 -3.8474576271 100.2912691540
-54.5569620253 -3.8474576271 100.4249339629
-54.4936708861 -3.8474576271 100.6128838349
-54.4303797468 -3.8474576271 100.8739058872
-54.3670886076 -3.8474576271 101.2319155045
-54.3037974684 -3.8474576271 101.7168284498
-54.2405063291 -3.8474576271 102.3653889258
-54.1772151899 -3.8474576271 103.2218687102
-54.1139240506 -3.8474576271 104.3385307729
-54.0506329114 -3.8474576271 105.7757319656
-53.9873417722 -3.8474576271 107.6015268255
-53.9240506329 -3.8474576271 109.8906320115
-53.8607594937 -3.8474576271 112.7226222402
-53.7974683544 -3.8474576271 116.1792570954
-53.7341772152 -3.8474576271 120.3408859569
-53.6708860759 -3.8474576271 125.2819458735
-53.6075949367 -3.8474576271 131.0656524583
-53.5443037975 -3.8474576271 137.7380819143
-53.4810126582 -3.8474576271 145.3219453026
-53.4177215190 -3.8474576271 153.8104537024
-53.3544303797 -3.8474576271 163.1617527274
-53.2911392405 -3.8474576271 173.2944541396
-53.2278481013 -3.8474576271 184.0847992475
-53.1645569620 -3.8474576271 195.3659444976
-53.1012658228 -3.8474576271 206.9297598605
-53.0379746835 -3.8474576271 218.5313770009
-52.9746835443 -3.8474576271 229.8965252977
-52.9113924051 -3.8474576271 240.7314647314
-52.8481012658 -3.8474576271 250.7350862757
-52.7848101266 -3.8474576271 259.6125271262
-52.7215189873 -3.8474576271 267.0894651105
-52.6582278481 -3.8474576271 272.9261368546
-52.5949367089 -3.8474576271 276.9300851488
-52.5316455696 -3.8474576271 278.9666917319
-52.4683544304 -3.8474576271 278.9666918412
-52.4050632911 -3.8474576271 276.9300855139
-52.3417721519 -3.8474576271 272.9261375940
-52.2784810127 -3.8474576271 267.0894664444
-52.2151898734 -3.8474576271 259.6125294092
-52.1518987342 -3.8474576271 250.7350900396
-52.0886075949 -3.8474576271 240.7314707324
-52.0253164557 -3.8474576271 229.8965345601
-51.9620253165 -3.8474576271 218.5313908450
-51.8987341772 -3.8474576271 206.9297798995
-51.8354430380 -3.8474576271 195.3659725887
-51.7721518987 -3.8474576271 184.0848373840
-51.7088607595 -3.8474576271 173.2945042810
-51.6455696203 -3.8474576271 163.1618165734
-51.5822784810 -3.8474576271 153.8105324349
-51.5189873418 -3.8474576271 145.3220393306
-51.4556962025 -3.8474576271 137.7381906675
-51.3924050633 -3.8474576271 131.0657742759
-51.3291139241 -3.8474576271 125.2820780215
-51.2658227848 -3.8474576271 120.3410247901
-51.2025316456 -3.8474576271 116.1793983520
-51.1392405063 -3.8474576271 112.7227614297
-51.0759493671 -3.8474576271 109.8907648387
-51.0126582278 -3.8474576271 107.6016495836
-50.9493670886 -3.8474576271 105.7758418398
-50.8860759494 -3.8474576271 104.3386260139
-50.8227848101 -3.8474576271 103.2219486632
-50.7594936709 -3.8474576271 102.3654539279
-50.6962025316 -3.8474576271 101.7168796301
-50.6329113924 -3.8474576271 101.2319545311
-50.5696202532 -3.8474576271 100.8739347077
-50.5063291139 -3.8474576271 100.6129044471
-50.4430379747 -3.8474576271 100.4249482397
-50.3797468354 -3.8474576271 100.2912787308
-50.3164556962 -3.8474576271 100.1973835654
-50.2531645570 -3.8474576271 100.1322338621
-50.1898734177 -3.8474576271 100.0875797805
-50.1265822785 -3.8474576271 100.0573448603
-50.0632911392 -3.8474576271 100.0371205688
-50.0000000000 -3.8474576271 100.0237555026
-55.0000000000 -3.7796610169 100.0278090518
-54.9367088608 -3.7796610169 100.0434543918
-54.8734177215 -3.7796610169 100.0671290806
-54.8101265823 -3.7796610169 100.1025220741
-54.7468354430 -3.7796610169 100.1547939076
-54.6835443038 -3.7796610169 100.2310576048
-54.6202531646 -3.7796610169 100.3409704187
-54.5569620253 -3.7796610169 100.4974429170
-54.4936708861 -3.7796610169 100.7174637377
-54.4303797468 -3.7796610169 101.0230263454
-54.3670886076 -3.7796610169 101.4421279659
-54.3037974684 -3.7796610169 102.0097906497
-54.2405063291 -3.7796610169 102.7690307526
-54.1772151899 -3.7796610169 103.7716774503
-54.1139240506 -3.7796610169 105.0789154772
-54.0506329114 -3.7796610169 106.7614052664
-53.9873417722 -3.7796610169 108.8988189794
-53.9240506329 -3.7796610169 111.5786279897
-53.8607594937 -3.7796610169 114.8939906710
-53.7974683544 -3.7796610169 118.9406227353
-53.7341772152 -3.7796610169 123.8125883963
-53.6708860759 -3.7796610169 129.5970297462
-53.6075949367 -3.7796610169 136.3679515114
-53.5443037975 -3.7796610169 144.1792931032
-53.4810126582 -3.7796610169 153.0576404373
-53.4177215190 -3.7796610169 162.9950441768
-53.3544303797 -3.7796610169 173.9425044917
-53.2911392405 -3.7796610169 185.8047401226
-53.2278481013 -3.7796610169 198.4368676823
-53.1645569620 -3.7796610169 211.6435653133
-53.1012658228 -3.7796610169 225.1811779841
-53.0379746835 -3.7796610169 238.7630418869
-52.9746835443 -3.7796610169 252.0680725214
-52.9113924051 -3.7796610169 264.7523929026
-52.8481012658 -3.7796610169 276.4634992535
-52.7848101266 -3.7796610169 286.8562001216
-52.7215189873 -3.7796610169 295.6093506240
-52.6582278481 -3.7796610169 302.4422633171
-52.5949367089 -3.7796610169 307.1296313673
-52.5316455696 -3.7796610169 309.5138591498
-52.4683544304 -3.7796610169 309.5138594421
-52.4050632911 -3.7796610169 307.1296323437
-52.3417721519 -3.7796610169 302.4422652944
-52.2784810127 -3.7796610169 295.6093541910
-52.2151898734 -3.7796610169 286.8562062266
-52.1518987342 -3.7796610169 276.4635093185
-52.0886075949 -3.7796610169 264.7524089499
-52.0253164557 -3.7796610169 252.0680972903
-51.9620253165 -3.7796610169 238.7630789079
-51.8987341772 -3.7796610169 225.1812315712
-51.8354430380 -3.7796610169 211.6436404326
-51.7721518987 -3.7796610169 198.4369696645
-51.7088607595 -3.7796610169 185.8048742073
-51.6455696203 -3.7796610169 173.9426752245
-51.5822784810 -3.7796610169 162.9952547180
-51.5189873418 -3.7796610169 153.0578918806
-51.4556962025 -3.7796610169 144.1795839238
-51.3924050633 -3.7796610169 136.3682772678
-51.3291139241 -3.7796610169 129.5973831273
-51.2658227848 -3.7796610169 123.8129596548
-51.2025316456 -3.7796610169 118.9410004742
-51.1392405063 -3.7796610169 114.8943628824
-51.0759493671 -3.7796610169 111.5789831875
-51.0126582278 -3.7796610169 108.8991472510
-50.9493670886 -3.7796610169 106.7616990847
-50.8860759494 -3.7796610169 105.0791701643
-50.8227848101 -3.7796610169 103.7718912551
-50.7594936709 -3.7796610169 102.7692045770
-50.6962025316 -3.7796610169 102.0099275128
-50.6329113924 -3.7796610169 101.4422323285
-50.5696202532 -3.7796610169 101.0231034154
-50.5063291139 -3.7796610169 100.7175188577
-50.4430379747 -3.7796610169 100.4974810951
-50.3797468354 -3.7796610169 100.3409960283
-50.3164556962 -3.7796610169 100.2310742417
-50.2531645570 -3.7796610169 100.1548043747
-50.1898734177 -3.7796610169 100.1025284518
-50.1265822785 -3.7796610169 100.0671328440
-50.0632911392 -3.7796610169 100.0434565425
-50.0000000000 -3.7796610169 100.0278102421
-55.0000000000 -3.7118644068 100.0321292411
-54.9367088608 -3.7118644068 100.0502047010
-54.8734177215 -3.7118644068 100.0775564456
-54.8101265823 -3.7118644068 100.1184462447
-54.7468354430 -3.7118644068 100.1788359735
-54.6835443038 -3.7118644068 100.2669432495
-54.6202531646 -3.7118644068 100.3939251591
-54.5569620253 -3.7118644068 100.5746976091
-54.4936708861 -3.7118644068 100.8288883838
-54.4303797468 -3.7118644068 101.1819081099
-54.3670886076 -3.7118644068 101.6661046649
-54.3037974684 -3.7118644068 102.3219431647
-54.2405063291 -3.7118644068 103.1991263197
-54.1772151899 -3.7118644068 104.3575402719
-54.1139240506 -3.7118644068 105.8678816572
-54.0506329114 -3.7118644068 107.8117962157
-53.9873417722 -3.7118644068 110.2813423441
-53.9240506329 -3.7118644068 113.3775896372
-53.8607594937 -3.7118644068 117.2081778636
-53.7974683544 -3.7118644068 121.8837004184
-53.7341772152 -3.7118644068 127.5128410388
-53.6708860759 -3.7118644068 134.1962839425
-53.6075949367 -3.7118644068 142.0195327911
-53.5443037975 -3.7118644068 151.0449064050
-53.4810126582 -3.7118644068 161.3031184100
-53.4177215190 -3.7118644068 172.7849798919
-53.3544303797 -3.7118644068 185.4338720978
-53.2911392405 -3.7118644068 199.1397029027
-53.2278481013 -3.7118644068 213.7350702195
-53.1645569620 -3.7118644068 228.9942956896
-53.1012658228 -3.7118644068 244.6358570455
-53.0379746835 -3.7118644068 260.3285397775
-52.9746835443 -3.7118644068 275.7013596768
-52.9113924051 -3.7118644068 290.3569979921
-52.8481012658 -3.7118644068 303.8881684770
-52.7848101266 -3.7118644068 315.8960335306
-52.7215189873 -3.7118644068 326.0095390960
-52.6582278481 -3.7118644068 333.9043759710
-52.5949367089 -3.7118644068 339.3202222441
-52.5316455696 -3.7118644068 342.0749902524
-52.4683544304 -3.7118644068 342.0749910058
-52.4050632911 -3.7118644068 339.3202247608
-52.3417721519 -3.7118644068 333.9043810677
-52.2784810127 -3.7118644068 326.0095482902
-52.2151898734 -3.7118644068 315.8960492668
-52.1518987342 -3.7118644068 303.8881944206
-52.0886075949 -3.7118644068 290.3570393555
-52.0253164557 -3.7118644068 275.7014235208
-51.9620253165 -3.7118644068 260.3286352024
-51.8987341772 -3.7118644068 244.6359951709
-51.8354430380 -3.7118644068 228.9944893161
-51.7721518987 -3.7118644068 213.7353330875
-51.7088607595 -3.7118644068 199.1400485180
-51.6455696203 -3.7118644068 185.4343121767
-51.5822784810 -3.7118644068 172.7855225807
-51.5189873418 -3.7118644068 161.3037665272
-51.4556962025 -3.7118644068 151.0456560210
-51.3924050633 -3.7118644068 142.0203724574
-51.3291139241 -3.7118644068 134.1971948139
-51.2658227848 -3.7118644068 127.5137979904
-51.2025316456 -3.7118644068 121.8846740740
-51.1392405063 -3.7118644068 117.2091372716
-51.0759493671 -3.7118644068 113.3785051910
-51.0126582278 -3.7118644068 110.2821884932
-50.9493670886 -3.7118644068 107.8125535584
-50.8860759494 -3.7118644068 105.8685381358
-50.8227848101 -3.7118644068 104.3580913730
-50.7594936709 -3.7118644068 103.1995743675
-50.6962025316 -3.7118644068 102.3222959416
-50.6329113924 -3.7118644068 101.6663736686
-50.5696202532 -3.7118644068 101.1821067647
-50.5063291139 -3.7118644068 100.8290304603
-50.4430379747 -3.7118644068 100.5747960167
-50.3797468354 -3.7118644068 100.3939911701
-50.3164556962 -3.7118644068 100.2669861328
-50.2531645570 -3.7118644068 100.1788629534
-50.1898734177 -3.7118644068 100.1184626838
-50.1265822785 -3.7118644068 100.0775661461
-50.0632911392 -3.7118644068 100.0502102447
-50.0000000000 -3.7118644068 100.0321323093
-55.0000000000 -3.6440677966 100.0366340866
-54.9367088608 -3.6440677966 100.0572429020
-54.8734177215 -3.6440677966 100.0884275619
-54.8101265823 -3.6440677966 100.1350467164
-54.7468354430 -3.6440677966 100.2038972805
-54.6835443038 -3.6440677966 100.3043480229
-54.6202531646 -3.6440677966 100.4491192956
-54.5569620253 -3.6440677966 100.6552175341
-54.4936708861 -3.6440677966 100.9450223626
-54.4303797468 -3.6440677966 101.3475082975
-54.3670886076 -3.6440677966 101.8995617109
-54.3037974684 -3.6440677966 102.6473269985
-54.2405063291 -3.6440677966 103.6474846640
-54.1772151899 -3.6440677966 104.9683301758
-54.1139240506 -3.6440677966 106.6904889661
-54.0506329114 -3.6440677966 108.9070740077
-53.9873417722 -3.6440677966 111.7230731760
-53.9240506329 -3.6440677966 115.2537498933
-53.8607594937 -3.6440677966 119.6218581976
-53.7974683544 -3.6440677966 124.9535174481
-53.7341772152 -3.6440677966 131.3726657032
-53.6708860759 -3.6440677966 138.9941149354
-53.6075949367 -3.6440677966 147.9153625479
-53.5443037975 -3.6440677966 158.2074646498
-53.4810126582 -3.6440677966 169.9054352292
-53.4177215190 -3.6440677966 182.9987857065
-53.3544303797 -3.6440677966 197.4229424663
-53.2911392405 -3.6440677966 213.0523560586
-53.2278481013 -3.6440677966 229.6961266381
-53.1645569620 -3.6440677966 247.0969020775
-53.1012658228 -3.6440677966 264.9336513795
-53.0379746835 -3.6440677966 282.8286791481
-52.9746835443 -3.6440677966 300.3589400635
-52.9113924051 -3.6440677966 317.0713589672
-52.8481012658 -3.6440677966 332.5014944070
-52.7848101266 -3.6440677966 346.1945389838
-52.7215189873 -3.6440677966 357.7273675302
-52.6582278481 -3.6440677966 366.7301593801
-52.5949367089 -3.6440677966 372.9060606121
-52.5316455696 -3.6440677966 376.0474304733
-52.4683544304 -3.6440677966 376.0474323451
-52.4050632911 -3.6440677966 372.9060668648
-52.3417721519 -3.6440677966 366.7301720429
-52.2784810127 -3.6440677966 357.7273903734
-52.2151898734 -3.6440677966 346.1945780808
-52.1518987342 -3.6440677966 332.5015588644
-52.0886075949 -3.6440677966 317.0714617358
-52.0253164557 -3.6440677966 300.3590986858
-51.9620253165 -3.6440677966 282.8289162339
-51.8987341772 -3.6440677966 264.9339945561
-51.8354430380 -3.6440677966 247.0973831482
-51.7721518987 -3.6440677966 229.6967797414
-51.7088607595 -3.6440677966 213.0532147499
-51.6455696203 -3.6440677966 197.4240358554
-51.5822784810 -3.6440677966 183.0001340327
-51.5189873418 -3.6440677966 169.9070454956
-51.4556962025 -3.6440677966 158.2093270930
-51.3924050633 -3.6440677966 147.9174487234
-51.3291139241 -3.6440677966 138.9963780222
-51.2658227848 -3.6440677966 131.3750432776
-51.2025316456 -3.6440677966 124.9559365242
-51.1392405063 -3.6440677966 119.6242418752
-51.0759493671 -3.6440677966 115.2560246136
-51.0126582278 -3.6440677966 111.7251754583
-50.9493670886 -3.6440677966 108.9089556480
-50.8860759494 -3.6440677966 106.6921200065
-50.8227848101 -3.6440677966 104.9696994025
-50.7594936709 -3.6440677966 103.6485978521
-50.6962025316 -3.6440677966 102.6482034831
-50.6329113924 -3.6440677966 101.9002300587
-50.5696202532 -3.6440677966 101.3480018613
-50.5063291139 -3.6440677966 100.9453753561
-50.4430379747 -3.6440677966 100.6554620305
-50.3797468354 -3.6440677966 100.4492833021
-50.3164556962 -3.6440677966 100.3044545676
-50.2531645570 -3.6440677966 100.2039643130
-50.1898734177 -3.6440677966 100.1350875598
-50.1265822785 -3.6440677966 100.0884516632
-50.0632911392 -3.6440677966 100.0572566754
-50.0000000000 -3.6440677966 100.0366417095
-55.0000000000 -3.5762711864 100.0412205555
-54.9367088608 -3.5762711864 100.0644071643
-54.8734177215 -3.5762711864 100.0994911697
-54.8101265823 -3.5762711864 100.1519379533
-54.7468354430 -3.5762711864 100.2293933271
-54.6835443038 -3.5762711864 100.3423965542
-54.6202531646 -3.5762711864 100.5052580204
-54.5569620253 -3.5762711864 100.7371113572
-54.4936708861 -3.5762711864 101.0631376366
-54.4303797468 -3.5762711864 101.5159413819
-54.3670886076 -3.5762711864 102.1370340462
-54.3037974684 -3.5762711864 102.9783504348
-54.2405063291 -3.5762711864 104.1036883136
-54.1772151899 -3.5762711864 105.5899232799
-54.1139240506 -3.5762711864 107.5278133177
-54.0506329114 -3.5762711864 110.0221750021
-53.9873417722 -3.5762711864 113.1911918746
-53.9240506329 -3.5762711864 117.1646115710
-53.8607594937 -3.5762711864 122.0806083524
-53.7974683544 -3.5762711864 128.0811374187
-53.7341772152 -3.5762711864 135.3056904501
-53.6708860759 -3.5762711864 143.8834788629
-53.6075949367 -3.5762711864 153.9242187649
-53.5443037975 -3.5762711864 165.5078612230
-53.4810126582 -3.5762711864 178.6737897845
-53.4177215190 -3.5762711864 193.4101762503
-53.3544303797 -3.5762711864 209.6443242585
-53.2911392405 -3.5762711864 227.2349160110
-53.2278481013 -3.5762711864 245.9670899364
-53.1645569620 -3.5762711864 265.5512006356
-53.1012658228 -3.5762711864 285.6259395341
-53.0379746835 -3.5762711864 305.7662281960
-52.9746835443 -3.5762711864 325.4959509557
-52.9113924051 -3.5762711864 344.3051958029
-52.8481012658 -3.5762711864 361.6712584664
-52.7848101266 -3.5762711864 377.0822768097
-52.7215189873 -3.5762711864 390.0620448383
-52.6582278481 -3.5762711864 400.1943476188
-52.5949367089 -3.5762711864 407.1450904351
-52.5316455696 -3.5762711864 410.6805836645
-52.4683544304 -3.5762711864 410.6805881473
-52.4050632911 -3.5762711864 407.1451054094
-52.3417721519 -3.5762711864 400.1943779441
-52.2784810127 -3.5762711864 390.0620995440
-52.2151898734 -3.5762711864 377.0823704405
-52.1518987342 -3.5762711864 361.6714128310
-52.0886075949 -3.5762711864 344.3054419164
-52.0253164557 -3.5762711864 325.4963308292
-51.9620253165 -3.5762711864 305.7667959764
-51.8987341772 -3.5762711864 285.6267613837
-51.8354430380 -3.5762711864 265.5523527181
-51.7721518987 -3.5762711864 245.9686540076
-51.7088607595 -3.5762711864 227.2369724306
-51.6455696203 -3.5762711864 209.6469427397
-51.5822784810 -3.5762711864 193.4134052625
-51.5189873418 -3.5762711864 178.6776460989
-51.4556962025 -3.5762711864 165.5123214578
-51.3924050633 -3.5762711864 153.9292148008
-51.3291139241 -3.5762711864 143.8888985712
-51.2658227848 -3.5762711864 135.3113843366
-51.2025316456 -3.5762711864 128.0869306949
-51.1392405063 -3.5762711864 122.0863168550
-51.0759493671 -3.5762711864 117.1700591395
-51.0126582278 -3.5762711864 113.1962264836
-50.9493670886 -3.5762711864 110.0266812109
-50.8860759494 -3.5762711864 107.5317193823
-50.8227848101 -3.5762711864 105.5932023452
-50.7594936709 -3.5762711864 104.1063542098
-50.6962025316 -3.5762711864 102.9804494663
-50.6329113924 -3.5762711864 102.1386346255
-50.5696202532 -3.5762711864 101.5171233833
-50.5063291139 -3.5762711864 101.0639829958
-50.4430379747 -3.5762711864 100.7376968845
-50.3797468354 -3.5762711864 100.5056507880
-50.3164556962 -3.5762711864 100.3426517106
-50.2531645570 -3.5762711864 100.2295538585
-50.1898734177 -3.5762711864 100.1520357661
-50.1265822785 -3.5762711864 100.0995488881
-50.0632911392 -3.5762711864 100.0644401492
-50.0000000000 -3.5762711864 100.0412388113
-55.0000000000 -3.5084745763 100.0457649982
-54.9367088608 -3.5084745763 100.0715025194
-54.8734177215 -3.5084745763 100.1104434188
-54.8101265823 -3.5084745763 100.1686521035
-54.7468354430 -3.5084745763 100.2546126704
-54.6835443038 -3.5084745763 100.3800207779
-54.6202531646 -3.5084745763 100.5607588105
-54.5569620253 -3.5084745763 100.8180654075
-54.4936708861 -3.5084745763 101.1798968549
-54.4303797468 -3.5084745763 101.6824578579
-54.3670886076 -3.5084745763 102.3718522615
